"animal_id","intake_cohort","when_adoption"
"A515271","2014-Q4","4_Over_30_days"
"A515347","2015-Q4","0_No_adoption"
"A515453","2017-Q3","0_No_adoption"
"A515503","2016-Q3","0_No_adoption"
"A515605","2014-Q1","0_No_adoption"
"A515661","2015-Q2","0_No_adoption"
"A515677","2015-Q1","0_No_adoption"
"A515757","2013-Q4","0_No_adoption"
"A515757","2014-Q1","0_No_adoption"
"A515757","2014-Q1","0_No_adoption"
"A515831","2016-Q4","4_Over_30_days"
"A516259","2015-Q4","4_Over_30_days"
"A516260","2015-Q4","0_No_adoption"
"A516577","2015-Q4","4_Over_30_days"
"A516577","2016-Q1","1_Within_7_days"
"A516660","2013-Q4","2_Within_14_days"
"A516705","2016-Q4","0_No_adoption"
"A516904","2013-Q4","0_No_adoption"
"A517501","2015-Q4","1_Within_7_days"
"A517502","2015-Q4","2_Within_14_days"
"A517675","2015-Q3","3_Within_30_days"
"A517675","2015-Q3","1_Within_7_days"
"A517675","2015-Q3","2_Within_14_days"
"A518184","2015-Q1","0_No_adoption"
"A518264","2013-Q4","0_No_adoption"
"A518545","2014-Q2","0_No_adoption"
"A518769","2017-Q4","0_No_adoption"
"A518911","2014-Q3","0_No_adoption"
"A518937","2015-Q4","0_No_adoption"
"A519025","2014-Q2","1_Within_7_days"
"A519536","2015-Q2","0_No_adoption"
"A519888","2015-Q1","0_No_adoption"
"A519949","2014-Q2","0_No_adoption"
"A520040","2014-Q3","0_No_adoption"
"A520195","2013-Q4","0_No_adoption"
"A520337","2017-Q3","0_No_adoption"
"A520355","2015-Q1","0_No_adoption"
"A520572","2014-Q1","0_No_adoption"
"A520786","2018-Q1","3_Within_30_days"
"A521224","2014-Q2","0_No_adoption"
"A521233","2017-Q1","0_No_adoption"
"A521273","2015-Q4","0_No_adoption"
"A521316","2015-Q4","0_No_adoption"
"A521520","2013-Q4","0_No_adoption"
"A521781","2016-Q2","0_No_adoption"
"A521806","2014-Q1","0_No_adoption"
"A521865","2014-Q2","0_No_adoption"
"A521990","2016-Q2","3_Within_30_days"
"A522050","2014-Q3","0_No_adoption"
"A522054","2017-Q3","0_No_adoption"
"A522484","2014-Q2","0_No_adoption"
"A522774","2013-Q4","0_No_adoption"
"A522809","2014-Q4","0_No_adoption"
"A522952","2014-Q4","0_No_adoption"
"A523102","2018-Q1","4_Over_30_days"
"A523114","2015-Q2","0_No_adoption"
"A523179","2017-Q3","0_No_adoption"
"A523371","2014-Q3","0_No_adoption"
"A523396","2014-Q4","0_No_adoption"
"A523532","2014-Q4","0_No_adoption"
"A523533","2014-Q4","0_No_adoption"
"A523719","2014-Q1","0_No_adoption"
"A524092","2016-Q4","0_No_adoption"
"A524092","2017-Q1","0_No_adoption"
"A524092","2017-Q1","0_No_adoption"
"A524092","2017-Q4","1_Within_7_days"
"A524150","2016-Q1","0_No_adoption"
"A524313","2016-Q3","4_Over_30_days"
"A524634","2015-Q1","4_Over_30_days"
"A524680","2013-Q4","0_No_adoption"
"A524954","2018-Q1","0_No_adoption"
"A525136","2015-Q1","0_No_adoption"
"A525511","2018-Q1","0_No_adoption"
"A525592","2015-Q2","4_Over_30_days"
"A525768","2014-Q1","2_Within_14_days"
"A525938","2014-Q2","0_No_adoption"
"A526144","2015-Q3","0_No_adoption"
"A526237","2013-Q4","0_No_adoption"
"A526257","2015-Q4","0_No_adoption"
"A526328","2017-Q1","0_No_adoption"
"A526641","2015-Q1","0_No_adoption"
"A526647","2015-Q1","0_No_adoption"
"A527020","2014-Q3","0_No_adoption"
"A527094","2013-Q4","1_Within_7_days"
"A527170","2015-Q1","0_No_adoption"
"A527215","2014-Q1","0_No_adoption"
"A527519","2016-Q2","0_No_adoption"
"A527535","2016-Q4","0_No_adoption"
"A527825","2014-Q4","0_No_adoption"
"A527951","2017-Q2","0_No_adoption"
"A528040","2017-Q3","0_No_adoption"
"A528040","2018-Q1","0_No_adoption"
"A528321","2014-Q2","3_Within_30_days"
"A528322","2014-Q2","2_Within_14_days"
"A528354","2016-Q4","0_No_adoption"
"A528477","2013-Q4","0_No_adoption"
"A528477","2014-Q4","0_No_adoption"
"A528524","2014-Q3","1_Within_7_days"
"A528524","2016-Q1","0_No_adoption"
"A528954","2018-Q1","0_No_adoption"
"A528982","2013-Q4","0_No_adoption"
"A529027","2016-Q2","0_No_adoption"
"A529211","2014-Q2","0_No_adoption"
"A529310","2015-Q2","0_No_adoption"
"A529310","2015-Q4","0_No_adoption"
"A529310","2017-Q1","0_No_adoption"
"A529318","2015-Q3","3_Within_30_days"
"A529609","2013-Q4","0_No_adoption"
"A529630","2015-Q3","3_Within_30_days"
"A529648","2015-Q3","0_No_adoption"
"A529766","2015-Q1","0_No_adoption"
"A529868","2016-Q3","0_No_adoption"
"A529881","2013-Q4","0_No_adoption"
"A529890","2013-Q4","0_No_adoption"
"A529956","2014-Q3","0_No_adoption"
"A530122","2014-Q3","0_No_adoption"
"A530134","2014-Q4","0_No_adoption"
"A530190","2015-Q3","0_No_adoption"
"A530302","2018-Q1","3_Within_30_days"
"A530460","2015-Q3","0_No_adoption"
"A530460","2016-Q3","0_No_adoption"
"A530461","2015-Q3","0_No_adoption"
"A530547","2017-Q2","4_Over_30_days"
"A530589","2015-Q3","0_No_adoption"
"A530786","2016-Q1","0_No_adoption"
"A530793","2013-Q4","4_Over_30_days"
"A530793","2014-Q1","0_No_adoption"
"A530800","2015-Q1","0_No_adoption"
"A531069","2015-Q1","0_No_adoption"
"A531234","2016-Q4","0_No_adoption"
"A531278","2015-Q3","0_No_adoption"
"A531317","2017-Q3","2_Within_14_days"
"A531317","2017-Q3","0_No_adoption"
"A531379","2013-Q4","0_No_adoption"
"A531394","2015-Q2","2_Within_14_days"
"A531398","2014-Q2","3_Within_30_days"
"A531549","2017-Q4","0_No_adoption"
"A531598","2014-Q1","0_No_adoption"
"A531621","2016-Q3","0_No_adoption"
"A531698","2015-Q1","0_No_adoption"
"A531698","2015-Q2","0_No_adoption"
"A531699","2015-Q2","0_No_adoption"
"A531739","2014-Q3","4_Over_30_days"
"A531969","2015-Q4","0_No_adoption"
"A532017","2014-Q1","1_Within_7_days"
"A532282","2016-Q3","0_No_adoption"
"A532351","2014-Q1","0_No_adoption"
"A532351","2015-Q1","1_Within_7_days"
"A532406","2014-Q3","1_Within_7_days"
"A532455","2015-Q1","0_No_adoption"
"A532505","2013-Q4","0_No_adoption"
"A532694","2015-Q4","3_Within_30_days"
"A532694","2015-Q4","0_No_adoption"
"A532762","2017-Q1","2_Within_14_days"
"A532925","2015-Q4","0_No_adoption"
"A533019","2015-Q4","0_No_adoption"
"A533106","2014-Q3","4_Over_30_days"
"A533243","2016-Q4","4_Over_30_days"
"A533243","2017-Q1","4_Over_30_days"
"A533557","2013-Q4","0_No_adoption"
"A533602","2014-Q4","0_No_adoption"
"A533602","2016-Q2","2_Within_14_days"
"A533628","2017-Q1","0_No_adoption"
"A533649","2017-Q4","0_No_adoption"
"A533795","2016-Q1","0_No_adoption"
"A533842","2014-Q3","0_No_adoption"
"A534208","2017-Q3","3_Within_30_days"
"A534366","2015-Q2","0_No_adoption"
"A534502","2016-Q3","0_No_adoption"
"A534548","2014-Q2","2_Within_14_days"
"A534623","2014-Q2","0_No_adoption"
"A534623","2015-Q2","0_No_adoption"
"A534644","2014-Q3","0_No_adoption"
"A534780","2013-Q4","0_No_adoption"
"A534780","2013-Q4","4_Over_30_days"
"A534780","2016-Q4","3_Within_30_days"
"A534780","2016-Q4","1_Within_7_days"
"A534959","2016-Q1","0_No_adoption"
"A534984","2015-Q4","0_No_adoption"
"A535012","2014-Q3","0_No_adoption"
"A535012","2016-Q2","1_Within_7_days"
"A535071","2017-Q3","0_No_adoption"
"A535124","2014-Q2","2_Within_14_days"
"A535277","2015-Q2","0_No_adoption"
"A535292","2016-Q4","4_Over_30_days"
"A535375","2015-Q1","0_No_adoption"
"A535484","2014-Q3","4_Over_30_days"
"A535492","2018-Q1","3_Within_30_days"
"A535700","2014-Q4","0_No_adoption"
"A535768","2017-Q4","1_Within_7_days"
"A535897","2016-Q4","0_No_adoption"
"A536035","2015-Q4","0_No_adoption"
"A536132","2015-Q4","0_No_adoption"
"A536136","2016-Q2","0_No_adoption"
"A536388","2017-Q1","0_No_adoption"
"A536404","2016-Q2","0_No_adoption"
"A536404","2016-Q2","2_Within_14_days"
"A536506","2014-Q2","1_Within_7_days"
"A536757","2015-Q2","0_No_adoption"
"A537127","2014-Q3","0_No_adoption"
"A537127","2015-Q4","0_No_adoption"
"A537127","2015-Q4","0_No_adoption"
"A537149","2014-Q2","0_No_adoption"
"A537247","2014-Q1","0_No_adoption"
"A537300","2014-Q2","0_No_adoption"
"A538092","2015-Q2","0_No_adoption"
"A538284","2016-Q2","0_No_adoption"
"A538342","2015-Q4","3_Within_30_days"
"A538360","2013-Q4","0_No_adoption"
"A538370","2016-Q1","3_Within_30_days"
"A538370","2016-Q1","3_Within_30_days"
"A538454","2015-Q2","0_No_adoption"
"A538454","2016-Q4","0_No_adoption"
"A538585","2014-Q2","0_No_adoption"
"A538603","2016-Q2","0_No_adoption"
"A538702","2016-Q3","0_No_adoption"
"A538855","2016-Q4","0_No_adoption"
"A538907","2014-Q4","0_No_adoption"
"A539059","2017-Q3","0_No_adoption"
"A539175","2013-Q4","0_No_adoption"
"A539388","2015-Q2","0_No_adoption"
"A539485","2015-Q1","0_No_adoption"
"A539561","2015-Q2","0_No_adoption"
"A539570","2014-Q1","0_No_adoption"
"A540171","2015-Q3","0_No_adoption"
"A540225","2017-Q3","0_No_adoption"
"A540369","2015-Q3","0_No_adoption"
"A540495","2014-Q2","0_No_adoption"
"A540822","2014-Q2","0_No_adoption"
"A540828","2015-Q3","0_No_adoption"
"A541057","2014-Q3","0_No_adoption"
"A541397","2015-Q4","0_No_adoption"
"A541496","2017-Q2","0_No_adoption"
"A541517","2014-Q1","0_No_adoption"
"A541607","2016-Q4","0_No_adoption"
"A541994","2015-Q2","0_No_adoption"
"A542025","2015-Q3","0_No_adoption"
"A542056","2014-Q4","0_No_adoption"
"A542429","2017-Q1","0_No_adoption"
"A542462","2014-Q1","0_No_adoption"
"A542480","2014-Q3","0_No_adoption"
"A542615","2014-Q3","0_No_adoption"
"A542708","2015-Q4","4_Over_30_days"
"A542712","2013-Q4","0_No_adoption"
"A543040","2017-Q2","2_Within_14_days"
"A543040","2017-Q2","2_Within_14_days"
"A543073","2015-Q2","2_Within_14_days"
"A543073","2015-Q2","0_No_adoption"
"A543178","2014-Q3","0_No_adoption"
"A543232","2017-Q2","4_Over_30_days"
"A543256","2016-Q3","0_No_adoption"
"A543374","2016-Q2","3_Within_30_days"
"A543377","2015-Q1","0_No_adoption"
"A543749","2016-Q1","0_No_adoption"
"A543793","2014-Q4","0_No_adoption"
"A544105","2015-Q2","0_No_adoption"
"A544109","2014-Q4","0_No_adoption"
"A544109","2015-Q1","0_No_adoption"
"A544464","2016-Q2","1_Within_7_days"
"A544464","2016-Q2","0_No_adoption"
"A544559","2014-Q2","1_Within_7_days"
"A544595","2018-Q1","2_Within_14_days"
"A544775","2016-Q1","4_Over_30_days"
"A544831","2015-Q2","3_Within_30_days"
"A544848","2016-Q3","0_No_adoption"
"A544916","2015-Q1","0_No_adoption"
"A545127","2014-Q2","0_No_adoption"
"A545219","2017-Q3","0_No_adoption"
"A545301","2015-Q3","3_Within_30_days"
"A545373","2015-Q2","0_No_adoption"
"A545407","2017-Q3","0_No_adoption"
"A545642","2014-Q2","0_No_adoption"
"A545644","2014-Q2","0_No_adoption"
"A545644","2017-Q4","1_Within_7_days"
"A545741","2016-Q3","0_No_adoption"
"A545749","2015-Q2","0_No_adoption"
"A545772","2014-Q4","3_Within_30_days"
"A545780","2013-Q4","0_No_adoption"
"A545834","2016-Q3","0_No_adoption"
"A546081","2014-Q1","2_Within_14_days"
"A546346","2015-Q4","4_Over_30_days"
"A546730","2015-Q2","0_No_adoption"
"A546730","2016-Q2","4_Over_30_days"
"A546804","2017-Q4","0_No_adoption"
"A547015","2014-Q3","2_Within_14_days"
"A547015","2015-Q1","0_No_adoption"
"A547047","2015-Q4","0_No_adoption"
"A547088","2015-Q2","1_Within_7_days"
"A547090","2017-Q4","0_No_adoption"
"A547090","2017-Q4","0_No_adoption"
"A547090","2018-Q1","0_No_adoption"
"A547350","2014-Q2","0_No_adoption"
"A547472","2014-Q1","0_No_adoption"
"A547472","2014-Q1","0_No_adoption"
"A547659","2018-Q1","0_No_adoption"
"A547803","2013-Q4","0_No_adoption"
"A547838","2014-Q2","0_No_adoption"
"A547887","2018-Q1","0_No_adoption"
"A547976","2016-Q2","0_No_adoption"
"A548085","2014-Q2","0_No_adoption"
"A548112","2014-Q4","0_No_adoption"
"A548154","2014-Q1","0_No_adoption"
"A548154","2014-Q1","0_No_adoption"
"A548154","2014-Q2","0_No_adoption"
"A548156","2014-Q1","0_No_adoption"
"A548156","2014-Q1","0_No_adoption"
"A548247","2016-Q3","0_No_adoption"
"A548247","2017-Q2","0_No_adoption"
"A548247","2017-Q2","0_No_adoption"
"A548276","2015-Q2","0_No_adoption"
"A548518","2014-Q3","0_No_adoption"
"A548552","2014-Q2","0_No_adoption"
"A548770","2013-Q4","0_No_adoption"
"A548911","2014-Q4","0_No_adoption"
"A548911","2015-Q3","4_Over_30_days"
"A548939","2014-Q3","0_No_adoption"
"A548948","2014-Q2","0_No_adoption"
"A548990","2013-Q4","3_Within_30_days"
"A549056","2015-Q3","4_Over_30_days"
"A549098","2014-Q1","0_No_adoption"
"A549098","2014-Q4","0_No_adoption"
"A549167","2013-Q4","3_Within_30_days"
"A549167","2014-Q3","0_No_adoption"
"A549167","2014-Q4","2_Within_14_days"
"A549214","2013-Q4","0_No_adoption"
"A549214","2013-Q4","0_No_adoption"
"A549282","2015-Q4","2_Within_14_days"
"A549282","2015-Q4","4_Over_30_days"
"A549282","2016-Q2","4_Over_30_days"
"A549440","2018-Q1","0_No_adoption"
"A549444","2014-Q3","0_No_adoption"
"A549562","2017-Q1","4_Over_30_days"
"A549633","2017-Q4","0_No_adoption"
"A549639","2014-Q2","0_No_adoption"
"A549697","2014-Q3","0_No_adoption"
"A549748","2015-Q3","0_No_adoption"
"A549834","2015-Q1","1_Within_7_days"
"A549865","2014-Q4","0_No_adoption"
"A549918","2014-Q2","0_No_adoption"
"A549922","2013-Q4","0_No_adoption"
"A549922","2013-Q4","0_No_adoption"
"A549989","2013-Q4","2_Within_14_days"
"A550048","2016-Q3","0_No_adoption"
"A550246","2014-Q4","0_No_adoption"
"A550333","2015-Q3","0_No_adoption"
"A550644","2016-Q1","0_No_adoption"
"A550849","2016-Q1","0_No_adoption"
"A550870","2014-Q2","2_Within_14_days"
"A550885","2013-Q4","0_No_adoption"
"A550920","2017-Q1","0_No_adoption"
"A550921","2014-Q4","0_No_adoption"
"A550924","2016-Q3","0_No_adoption"
"A550960","2017-Q1","0_No_adoption"
"A551055","2014-Q2","0_No_adoption"
"A551111","2016-Q3","1_Within_7_days"
"A551384","2014-Q4","0_No_adoption"
"A551384","2017-Q2","4_Over_30_days"
"A551426","2013-Q4","0_No_adoption"
"A551435","2016-Q2","0_No_adoption"
"A551529","2014-Q1","0_No_adoption"
"A551529","2016-Q3","0_No_adoption"
"A551642","2014-Q3","0_No_adoption"
"A551669","2015-Q2","0_No_adoption"
"A551806","2015-Q1","0_No_adoption"
"A551845","2018-Q1","3_Within_30_days"
"A552059","2014-Q3","0_No_adoption"
"A552088","2014-Q3","4_Over_30_days"
"A552088","2015-Q3","4_Over_30_days"
"A552145","2016-Q1","0_No_adoption"
"A552202","2014-Q4","0_No_adoption"
"A552326","2014-Q1","0_No_adoption"
"A552342","2014-Q1","0_No_adoption"
"A552447","2015-Q3","4_Over_30_days"
"A552606","2014-Q4","0_No_adoption"
"A552757","2017-Q1","0_No_adoption"
"A552796","2015-Q2","0_No_adoption"
"A552796","2015-Q2","4_Over_30_days"
"A552798","2015-Q2","0_No_adoption"
"A552798","2015-Q2","1_Within_7_days"
"A552877","2016-Q1","1_Within_7_days"
"A552948","2017-Q4","0_No_adoption"
"A552971","2016-Q2","0_No_adoption"
"A553074","2016-Q1","0_No_adoption"
"A553542","2015-Q2","0_No_adoption"
"A553567","2015-Q3","0_No_adoption"
"A553905","2016-Q4","4_Over_30_days"
"A554047","2015-Q2","0_No_adoption"
"A554047","2016-Q2","0_No_adoption"
"A554047","2016-Q2","0_No_adoption"
"A554047","2016-Q3","0_No_adoption"
"A554122","2018-Q1","1_Within_7_days"
"A554386","2015-Q3","3_Within_30_days"
"A554462","2015-Q4","0_No_adoption"
"A554462","2017-Q4","0_No_adoption"
"A554468","2014-Q2","0_No_adoption"
"A554674","2017-Q3","0_No_adoption"
"A554737","2014-Q2","0_No_adoption"
"A554827","2015-Q3","4_Over_30_days"
"A554865","2014-Q4","1_Within_7_days"
"A554865","2015-Q1","0_No_adoption"
"A555012","2014-Q3","3_Within_30_days"
"A555080","2014-Q4","0_No_adoption"
"A555080","2016-Q3","0_No_adoption"
"A555113","2015-Q2","0_No_adoption"
"A555168","2018-Q1","0_No_adoption"
"A555265","2016-Q1","0_No_adoption"
"A555376","2016-Q1","0_No_adoption"
"A555413","2015-Q2","0_No_adoption"
"A555413","2016-Q4","0_No_adoption"
"A555446","2014-Q2","3_Within_30_days"
"A555557","2014-Q3","0_No_adoption"
"A555643","2014-Q3","3_Within_30_days"
"A555743","2013-Q4","0_No_adoption"
"A555945","2017-Q4","0_No_adoption"
"A556062","2014-Q2","0_No_adoption"
"A556234","2016-Q3","0_No_adoption"
"A556525","2016-Q2","0_No_adoption"
"A556644","2016-Q2","0_No_adoption"
"A556804","2013-Q4","4_Over_30_days"
"A557226","2016-Q3","0_No_adoption"
"A557260","2014-Q4","0_No_adoption"
"A557678","2014-Q3","0_No_adoption"
"A557678","2015-Q2","0_No_adoption"
"A557843","2016-Q1","4_Over_30_days"
"A558004","2017-Q4","0_No_adoption"
"A558033","2014-Q1","4_Over_30_days"
"A558033","2014-Q4","0_No_adoption"
"A558062","2015-Q3","0_No_adoption"
"A558118","2015-Q1","0_No_adoption"
"A558166","2014-Q4","0_No_adoption"
"A558182","2017-Q1","3_Within_30_days"
"A558397","2017-Q3","0_No_adoption"
"A558438","2014-Q1","0_No_adoption"
"A558438","2014-Q1","0_No_adoption"
"A558444","2018-Q1","0_No_adoption"
"A558566","2014-Q2","0_No_adoption"
"A558566","2014-Q4","0_No_adoption"
"A558639","2017-Q4","0_No_adoption"
"A558754","2015-Q3","0_No_adoption"
"A559090","2015-Q1","0_No_adoption"
"A559155","2018-Q1","0_No_adoption"
"A559229","2015-Q4","0_No_adoption"
"A559229","2016-Q4","0_No_adoption"
"A559229","2017-Q3","0_No_adoption"
"A559240","2014-Q1","0_No_adoption"
"A559331","2017-Q4","0_No_adoption"
"A559477","2015-Q4","0_No_adoption"
"A559547","2015-Q2","0_No_adoption"
"A559625","2017-Q3","1_Within_7_days"
"A559692","2014-Q1","2_Within_14_days"
"A559953","2015-Q3","0_No_adoption"
"A559953","2017-Q1","0_No_adoption"
"A559953","2017-Q1","0_No_adoption"
"A559953","2017-Q3","4_Over_30_days"
"A559954","2017-Q3","4_Over_30_days"
"A560007","2014-Q2","0_No_adoption"
"A560007","2017-Q1","0_No_adoption"
"A560060","2014-Q1","1_Within_7_days"
"A560146","2017-Q3","4_Over_30_days"
"A560226","2017-Q3","0_No_adoption"
"A560544","2014-Q1","0_No_adoption"
"A560622","2015-Q2","0_No_adoption"
"A560777","2016-Q4","0_No_adoption"
"A561188","2016-Q1","0_No_adoption"
"A561268","2014-Q1","0_No_adoption"
"A561418","2014-Q2","0_No_adoption"
"A561425","2016-Q3","0_No_adoption"
"A561425","2017-Q1","0_No_adoption"
"A561519","2014-Q2","0_No_adoption"
"A561786","2014-Q2","0_No_adoption"
"A561806","2017-Q2","0_No_adoption"
"A561853","2014-Q1","0_No_adoption"
"A561853","2017-Q2","0_No_adoption"
"A561853","2017-Q2","0_No_adoption"
"A561853","2017-Q2","4_Over_30_days"
"A561980","2016-Q2","0_No_adoption"
"A562030","2015-Q2","0_No_adoption"
"A562113","2015-Q4","0_No_adoption"
"A562114","2015-Q4","4_Over_30_days"
"A562161","2016-Q1","1_Within_7_days"
"A562170","2017-Q4","0_No_adoption"
"A562220","2014-Q2","0_No_adoption"
"A562221","2015-Q2","0_No_adoption"
"A562354","2015-Q3","0_No_adoption"
"A562421","2018-Q1","0_No_adoption"
"A562507","2016-Q1","0_No_adoption"
"A562564","2014-Q3","0_No_adoption"
"A562621","2014-Q3","0_No_adoption"
"A562649","2014-Q1","0_No_adoption"
"A562836","2015-Q1","0_No_adoption"
"A562836","2017-Q1","0_No_adoption"
"A562836","2017-Q4","0_No_adoption"
"A563004","2014-Q1","1_Within_7_days"
"A563004","2017-Q4","1_Within_7_days"
"A563010","2014-Q4","0_No_adoption"
"A563022","2017-Q1","0_No_adoption"
"A563065","2017-Q3","1_Within_7_days"
"A563065","2018-Q1","0_No_adoption"
"A563128","2017-Q1","0_No_adoption"
"A563302","2015-Q4","0_No_adoption"
"A563380","2014-Q4","0_No_adoption"
"A563384","2018-Q1","1_Within_7_days"
"A563384","2018-Q1","0_No_adoption"
"A563397","2017-Q2","0_No_adoption"
"A563400","2014-Q1","0_No_adoption"
"A563400","2014-Q1","0_No_adoption"
"A563450","2013-Q4","1_Within_7_days"
"A563492","2014-Q4","4_Over_30_days"
"A563536","2015-Q1","0_No_adoption"
"A563563","2013-Q4","0_No_adoption"
"A563632","2013-Q4","0_No_adoption"
"A563645","2015-Q4","0_No_adoption"
"A563714","2016-Q3","0_No_adoption"
"A563725","2015-Q4","0_No_adoption"
"A563844","2016-Q2","0_No_adoption"
"A564102","2014-Q2","0_No_adoption"
"A564146","2017-Q4","0_No_adoption"
"A564409","2014-Q2","3_Within_30_days"
"A564443","2014-Q3","0_No_adoption"
"A564596","2016-Q3","0_No_adoption"
"A564596","2017-Q2","0_No_adoption"
"A564617","2015-Q3","0_No_adoption"
"A564660","2014-Q1","1_Within_7_days"
"A564751","2013-Q4","0_No_adoption"
"A564763","2015-Q4","0_No_adoption"
"A564767","2015-Q4","0_No_adoption"
"A564774","2014-Q3","0_No_adoption"
"A564774","2015-Q1","0_No_adoption"
"A564774","2016-Q3","0_No_adoption"
"A564774","2016-Q3","0_No_adoption"
"A564837","2013-Q4","0_No_adoption"
"A564837","2014-Q4","0_No_adoption"
"A564931","2014-Q1","0_No_adoption"
"A565044","2014-Q4","4_Over_30_days"
"A565096","2016-Q1","0_No_adoption"
"A565096","2017-Q3","0_No_adoption"
"A565111","2016-Q2","0_No_adoption"
"A565123","2014-Q3","4_Over_30_days"
"A565188","2013-Q4","0_No_adoption"
"A565221","2014-Q2","0_No_adoption"
"A565221","2014-Q3","0_No_adoption"
"A565260","2016-Q1","0_No_adoption"
